Position,Team,Played,Wins,Draws,Losses,Goals For,Goals Against,Goal Difference,Points
1,Aberdeen,0,0,0,0,0,0,0,0
2,Celtic,0,0,0,0,0,0,0,0
3,Dundee Utd,0,0,0,0,0,0,0,0
4,Falkirk,0,0,0,0,0,0,0,0
5,Hearts,0,0,0,0,0,0,0,0
6,Hibernian,0,0,0,0,0,0,0,0
7,Kilmarnock,0,0,0,0,0,0,0,0
8,Livingston,0,0,0,0,0,0,0,0
9,Motherwell,0,0,0,0,0,0,0,0
10,Rangers,0,0,0,0,0,0,0,0
11,Dundee,0,0,0,0,0,0,0,0
12,St Mirren,0,0,0,0,0,0,0,0
